ip,uplink_length,downlink_length,sum_length
59.53.237.101,9537,53,9590
59.53.63.31,3533,231,3764
59.53.67.178,305427,20332,325759
59.53.67.27,495232,19863,515095
59.53.69.53,169206,8240,177446
59.53.88.212,68290,10992,79282
59.53.88.47,12933,2366,15299
59.53.91.186,93840,892,94732
59.54.176.229,101,199,300
59.54.29.139,17358,160,17518
59.54.55.76,20700,446,21146
59.54.57.134,578,200,778
59.54.65.145,2760,53,2813
59.54.65.59,17950,2685420,2703370
59.54.67.6,888257,2205,890462
59.54.83.123,474,309,783
59.54.85.225,804,307,1111
59.55.127.255,666081,6931,673012
59.55.127.40,122,306,428
59.55.130.71,115147,844,115991
59.55.141.98,16560,452,17012
59.55.147.255,278,206,484
59.55.182.19,182,73,255
59.55.190.132,9537,53,9590
59.55.245.68,0,53,53
59.56.19.25,1188,462,1650
59.56.19.33,55200,908,56108
59.56.19.34,587585,24382,611967
59.56.20.230,1268,2416,3684
59.56.20.231,1016,2544,3560
59.56.20.232,402,502,904
59.56.20.237,6585,6430,13015
59.56.21.231,1330,2355,3685
59.56.21.241,5279,557,5836
59.56.21.77,191434,6012,197446
59.56.24.151,393,183,576
59.56.24.232,121112,3285,124397
59.56.24.233,36468,17989,54457
59.56.24.234,5684,1490,7174
59.56.26.161,0,0,0
59.56.26.162,376,630,1006
59.56.26.163,374,638,1012
59.56.26.23,375,650,1025
59.56.26.25,375,652,1027
59.56.65.8,887,572,1459
59.56.65.89,5220,5957,11177
59.56.66.14,53375949,360712,53736661
59.56.66.155,2052,491,2543
59.56.69.153,686303,33125,719428
59.56.8.212,473,307,780
59.57.13.145,76089,3179,79268
59.57.13.172,958657,26220,984877
59.57.13.176,24375,10718,35093
59.57.13.184,677933,36891,714824
59.57.13.187,548533,68218,616751
59.57.13.204,28357,10295,38652
59.57.13.215,48754,517,49271
59.57.14.20,10184,672,10856
59.57.179.80,1417,882,2299
59.57.18.146,0,0,0
59.57.193.83,0,130,130
59.57.206.23,41,151,192
59.57.246.170,742,118,860
59.58.112.32,878,269,1147
59.58.28.211,8280,49,8329
59.59.0.56,9541,53,9594
59.59.13.237,102,199,301
59.59.75.51,707494,397,707891
59.60.133.196,41,143,184
59.60.139.2,616,1204,1820
59.60.28.211,9537,53,9590
59.60.31.234,19320,458,19778
59.60.31.243,14298,1974,16272
59.60.9.108,342438,12504,354942
59.60.9.110,1780618,28841,1809459
59.61.103.15,111489,8966,120455
59.61.72.151,14573,6273,20846
59.62.13.195,102,16482,16584
59.62.150.79,32965,59,33024
59.62.67.172,10824,705578,716402
59.62.67.221,238,154,392
59.62.68.150,247,153,400
59.63.157.250,246972,14515,261487
59.63.158.201,8236,452,8688
59.63.159.65,8623,704,9327
59.63.169.42,9749,2584,12333
59.63.171.18,166531,497,167028
59.63.171.21,418543,1497,420040
59.63.171.22,540197,10830,551027
59.63.171.46,44563,902,45465
59.63.171.57,21103,964,22067
59.63.171.76,6900,561,7461
59.63.177.111,355063,768,355831
59.63.177.115,10154406,36596,10191002
59.63.177.116,271272,1269,272541
59.63.177.118,304002,800,304802
59.63.177.17,11199347,6036,11205383
59.63.177.21,203,343,546
59.63.177.23,1783,910,2693
59.63.177.52,1076803,965,1077768
59.63.177.55,1130623,963,1131586
59.63.177.57,3703920,1541,3705461
59.63.177.80,534785,3684,538469
59.63.177.84,119083,895,119978
59.63.177.88,403,335,738
59.63.195.25,2504,648,3152
59.63.195.59,41746,4949,46695
59.63.196.12,0,0,0
59.63.196.15,1879,773,2652
59.63.196.165,491914,296,492210
59.63.196.166,1231945,1420,1233365
59.63.196.17,198599129,173034,198772163
59.63.196.175,1592105,8901,1601006
59.63.196.176,2414130,9291,2423421
59.63.196.18,303617430,274920,303892350
59.63.196.19,229903709,245447,230149156
59.63.196.20,200680017,135863,200815880
59.63.196.21,141747114,119931,141867045
59.63.196.22,137676418,208537,137884955
59.63.196.23,192679862,217509,192897371
59.63.196.24,620907051,420094,621327145
59.63.196.25,461431510,301572,461733082
59.63.196.26,305691973,185654,305877627
59.63.196.31,249837823,219041,250056864
59.63.196.32,382097180,263526,382360706
59.63.196.33,210595130,152092,210747222
59.63.196.34,225553315,176849,225730164
59.63.196.35,263797904,237606,264035510
59.63.196.36,163273206,171911,163445117
59.63.196.43,84041,1614,85655
59.63.196.57,303757562,182948,303940510
59.63.196.58,197222496,197967,197420463
59.63.196.59,162731134,107707,162838841
59.63.196.60,139078677,130570,139209247
59.63.196.61,216987742,176135,217163877
59.63.5.28,19074,102,19176
59.63.63.207,0,189,189
59.66.169.53,11207,1379,12586
59.66.170.55,12437366,68123,12505489
59.67.48.250,83704,1087,84791
59.78.162.174,9537,49,9586
59.78.165.242,9537,53,9590
59.78.62.225,2842,11773,14615
59.87.188.17,8157,127840,135997
60.0.84.97,0,156,156
60.10.0.250,67198,1146,68344
60.10.18.19,771,436,1207
60.10.19.43,7564,456,8020
60.11.65.40,41,143,184
60.12.156.242,297,916,1213
60.12.16.140,46544,1862,48406
60.12.204.109,2793,1555,4348
60.12.21.170,9660,228,9888
60.12.226.220,3124,947,4071
60.12.230.42,4900,14363,19263
60.12.230.46,140,4796,4936
60.12.231.77,203,463,666
60.12.232.166,235,1637,1872
60.12.236.224,9172,597,9769
60.12.249.221,290,60,350
60.12.249.222,288,140,428
60.12.50.136,0,0,0
60.12.50.85,316645,5921,322566
60.12.54.11,97437,42134,139571
60.12.74.224,336,705,1041
60.14.157.2,2189,615,2804
60.14.221.187,41,151,192
60.16.233.251,41,151,192
60.160.11.171,236,156,392
60.160.110.43,624,148121,148745
60.160.190.67,846086,15832,861918
60.160.190.70,6721716,9012,6730728
60.160.190.72,2034299,16425,2050724
60.160.190.77,301021,10730,311751
60.160.190.79,5548,12320,17868
60.160.190.85,709285,3576,712861
60.160.192.246,9537,49,9586
60.160.205.102,145489,4045,149534
60.160.208.115,225,154,379
60.160.225.13,98540,49,98589
60.160.36.17,413,799,1212
60.160.84.14,125,32885,33010
60.160.95.210,19074,106,19180
60.161.141.216,9537,52,9589
60.161.168.211,207,562,769
60.161.175.228,41,151,192
60.161.230.97,1009573,21968,1031541
60.161.72.82,0,0,0
60.161.81.113,16560,450,17010
60.161.92.23,9537,53,9590
60.161.96.168,611,1121,1732
60.162.2.167,221,160,381
60.162.5.195,16536,156,16692
60.162.55.90,9537,53,9590
60.162.99.254,9541,53,9594
60.163.158.106,41,151,192
60.164.11.58,394501,1824,396325
60.164.144.52,9537,53,9590
60.164.153.37,237,155,392
60.164.175.47,13800,448,14248
60.164.234.179,103,202,305
60.164.244.231,3501,140712,144213
60.164.52.33,187772,3877,191649
60.165.16.133,1022,2049,3071
60.165.2.3,186312,1725,188037
60.165.213.110,9537,53,9590
60.165.220.99,9537,53,9590
60.165.234.7,48,64,112
60.165.237.195,196919,79,196998
60.165.241.13,16560,448,17008
60.165.4.132,49353,45,49398
60.165.40.16,848,350,1198
60.165.45.19,1478529,62854,1541383
60.165.45.23,1378148,74749,1452897
60.165.55.173,2423037,127717,2550754
60.165.56.14,4026730,9288,4036018
60.165.56.65,1884455,123629,2008084
60.165.57.10,2142882,8897,2151779
60.165.57.12,13837540,17226,13854766
60.165.57.13,8888897,16082,8904979
60.165.57.15,1724402,7034,1731436
60.165.57.18,51010901,12082,51022983
60.165.57.20,20522632,20265,20542897
60.165.57.204,2541599,5907,2547506
60.165.57.205,225024,5550,230574
60.165.57.25,3561377,13027,3574404
60.165.57.31,7109866,10215,7120081
60.165.57.71,1502605172,1281553,1503886725
60.165.57.72,1569488678,1399601,1570888279
60.165.57.73,1247056308,1054290,1248110598
60.165.57.74,580257739,507733,580765472
60.165.57.75,617776677,485517,618262194
60.165.57.76,290447660,243642,290691302
60.165.57.77,175458524,164636,175623160
60.165.57.78,265849865,212921,266062786
60.165.57.79,259410603,241285,259651888
60.165.57.80,401902763,376234,402278997
60.165.57.81,283585289,255324,283840613
60.165.57.82,384333169,300231,384633400
60.165.57.83,116448692,100821,116549513
60.165.57.84,263350239,225835,263576074
60.165.57.85,191684203,190102,191874305
60.165.57.86,253435864,184715,253620579
60.165.57.87,321607077,174265,321781342
60.165.57.88,201849323,157919,202007242
60.165.57.89,248071618,201763,248273381
60.165.57.90,193911546,159023,194070569
60.165.57.91,368902186,248939,369151125
60.165.57.92,222759686,187839,222947525
60.165.57.93,199589527,165837,199755364
60.165.57.94,261691782,257364,261949146
60.165.57.95,186947829,171114,187118943
60.165.90.237,450,278,728
60.165.91.50,0,142,142
60.166.12.151,756,282,1038
60.166.134.54,41,143,184
60.166.135.3,498,288,786
60.166.148.96,213,122,335
60.166.153.110,9537,49,9586
60.166.159.239,9537,53,9590
60.166.173.191,9537,53,9590
60.166.181.118,39,181,220
60.166.188.55,9537,53,9590
60.166.190.194,205,400,605
60.166.207.98,153004,689,153693
60.166.228.30,102,16482,16584
60.166.37.190,17737,468,18205
60.166.5.55,82800,2290,85090
60.166.52.41,11361,466,11827
60.166.53.14,33979,1140,35119
60.166.68.39,17817,106,17923
60.166.70.47,213331,122,213453
60.167.121.224,16838,1743,18581
60.167.138.19,0,0,0
60.167.228.102,237,158,395
60.167.228.175,1931,7452,9383
60.167.36.126,9537,49,9586
60.168.10.161,28538,1074,29612
60.168.127.53,1465,29944,31409
60.168.163.195,938,585,1523
60.168.214.126,8280,53,8333
60.168.23.8,9537,53,9590
60.168.251.203,154,556,710
60.168.39.248,19080,102,19182
60.168.42.211,1228,2240,3468
60.168.81.65,1089,7880,8969
60.169.1.10,10240,926,11166
60.169.1.149,170792,4296,175088
60.169.1.56,29875,1952,31827
60.169.227.134,267,2529,2796
60.169.3.43,1839,1680,3519
60.169.3.45,197136,3754,200890
60.169.50.87,53820,383,54203
60.169.53.157,113653,11426,125079
60.169.53.87,1461643,6277,1467920
60.169.55.27,41,151,192
60.169.73.144,15933,690,16623
60.169.73.54,16560,452,17012
60.169.74.251,38010,1302,39312
60.169.75.41,7544,448,7992
60.169.77.92,210828,12424,223252
60.169.78.137,20231,3401,23632
60.169.78.64,0,0,0
60.169.78.83,292378,7746,300124
60.169.78.95,963412,24569,987981
60.169.79.52,26209,673,26882
60.169.9.192,18170969,76238,18247207
60.17.160.48,74,285,359
60.170.3.236,19507,505,20012
60.170.31.11,28576,1140,29716
60.171.224.214,9537,49,9586
60.171.233.78,252518,16159278,16411796
60.171.237.226,83808,433,84241
60.171.247.7,1790,456,2246
60.171.247.87,18819,2616,21435
60.171.248.35,83630,1060,84690
60.171.254.230,19074,105,19179
60.171.83.16,16560,452,17012
60.172.112.169,9537,52,9589
60.172.183.196,0,52,52
60.172.183.212,0,255,255
60.172.198.21,21991,460,22451
60.172.228.202,1721,1608,3329
60.172.228.34,146494,19147,165641
60.172.229.175,2629417,30265,2659682
60.172.229.47,38640,900,39540
60.172.229.49,69883,934,70817
60.172.229.60,25587,900,26487
60.172.229.63,33316,2792,36108
60.172.246.207,740823,39932,780755
60.172.38.129,27345,1996,29341
60.172.42.254,9537,52,9589
60.172.95.127,24840,492,25332
60.173.10.92,17940,456,18396
60.173.112.63,3150,884,4034
60.173.113.151,26220,458,26678
60.173.12.105,2098,854,2952
60.173.12.45,328736,5049,333785
60.173.14.51,20303,10798,31101
60.173.141.182,3504,2614472,2617976
60.173.149.209,22080,464,22544
60.173.180.13,1021,2000,3021
60.173.252.45,1218,2031,3249
60.173.31.184,84,84,168
60.173.37.161,22080,448,22528
60.174.18.180,239,155,394
60.174.241.120,11010510,261610,11272120
60.174.241.121,539102,133663,672765
60.174.241.232,10122,587,10709
60.174.241.233,54241,1441,55682
60.174.241.27,694885,184413,879298
60.174.241.28,488167,130204,618371
60.174.241.29,683478,160348,843826
60.174.241.30,586463,157105,743568
60.174.241.31,457890,118750,576640
60.174.241.32,482116,150348,632464
60.174.241.33,707033,195658,902691
60.174.241.34,582951,153045,735996
60.174.241.35,619464,143535,762999
60.174.241.36,624303,153749,778052
60.174.241.37,453220,121733,574953
60.174.241.38,580945,156167,737112
60.174.241.93,665323,172533,837856
60.174.241.94,557170,133831,691001
60.174.80.202,16560,452,17012
60.175.184.201,17940,446,18386
60.175.184.98,644,452,1096
60.176.146.199,384,312,696
60.176.173.254,12654,9518052,9530706
60.176.247.184,19074,102,19176
60.176.29.128,9537,49,9586
60.176.34.50,398,115,513
60.176.37.235,21053,1241,22294
60.176.43.156,19074,106,19180
60.176.46.15,0,604,604
60.176.47.160,1124,2206,3330
60.176.47.197,1380,53,1433
60.176.47.212,115041,1194,116235
60.176.47.242,551,387,938
60.176.86.254,215,125,340
60.177.122.116,23387,6712500,6735887
60.177.137.104,63064,533,63597
60.178.165.155,134,134,268
60.178.224.212,16593,68,16661
60.179.156.134,9537,53,9590
60.179.183.128,9537,53,9590
60.179.188.239,137,235,372
60.179.200.75,11679,3273,14952
60.18.147.39,1443221,19378,1462599
60.18.147.8,23460,454,23914
60.18.151.201,406044,3072,409116
60.18.230.48,539,11888,12427
60.182.10.24,295297,107,295404
60.182.111.155,9537,52,9589
60.182.161.64,9537,53,9590
60.184.115.10,41,143,184
60.184.174.51,89,106,195
60.184.206.149,617,1202,1819
60.184.30.136,413,1120,1533
60.184.87.224,430,249,679
60.184.89.72,721,1306,2027
60.184.93.7,8970,52,9022
60.185.203.118,9537,53,9590
60.186.117.160,16563,38,16601
60.186.129.140,12934,8123334,8136268
60.186.131.86,257,267,524
60.186.132.175,1467,1082394,1083861
60.186.168.140,310,606,916
60.186.233.131,15875,7535162,7551037
60.187.129.184,65762,73,65835
60.187.159.0,84,84,168
60.187.79.62,9537,53,9590
60.188.137.207,41,143,184
60.188.188.52,615,1204,1819
60.188.197.243,103002,997,103999
60.188.40.235,36913,279,37192
60.188.77.233,9547,53,9600
60.188.92.38,101,199,300
60.189.237.146,0,49,49
60.189.255.159,9537,53,9590
60.189.42.18,41,151,192
60.189.46.252,5143,409,5552
60.19.114.147,41,151,192
60.19.121.195,74,293,367
60.19.134.108,0,604,604
60.19.150.243,41,151,192
60.19.172.82,41,151,192
60.19.59.190,41,151,192
60.190.113.30,16560,460,17020
60.190.113.38,136878,8719,145597
60.190.133.167,16560,452,17012
60.190.137.111,996,448,1444
60.190.167.106,834038,52251,886289
60.190.167.130,13023,480,13503
60.190.167.135,12999,544,13543
60.190.167.137,2983,3956,6939
60.190.172.151,27600,466,28066
60.190.176.129,22080,452,22532
60.190.202.125,23460,452,23912
60.190.205.253,1676,478,2154
60.190.216.202,354862,8290,363152
60.190.216.58,487241,48774,536015
60.190.216.85,6900,352,7252
60.190.217.36,32223,5436,37659
60.190.223.166,1427,265,1692
60.190.223.211,21588,788,22376
60.190.223.232,11775,1857,13632
60.190.240.205,29062,4490,33552
60.190.246.156,24840,681,25521
60.190.249.111,1050528,13524,1064052
60.190.249.53,3528,2990,6518
60.190.249.54,129726,3311,133037
60.190.249.56,2103520,485,2104005
60.190.28.55,209,452,661
60.190.28.56,423,909,1332
60.190.28.58,11760,1326,13086
60.190.28.60,17400,2686,20086
60.190.28.62,212,455,667
60.190.28.63,1057,2272,3329
60.190.28.64,25537,3106,28643
60.190.28.65,10619,1770,12389
60.190.28.66,7464,1325,8789
60.190.28.67,24674,3064,27738
60.190.46.211,17680,402,18082
60.190.57.146,3832,490,4322
60.190.57.55,16560,454,17014
60.190.99.30,31740,448,32188
60.191.0.168,72584,2174,74758
60.191.100.103,6658,1841,8499
60.191.110.149,344,278,622
60.191.128.239,28928,1489,30417
60.191.128.243,1269,1184,2453
60.191.128.32,77696,3992,81688
60.191.129.135,17270,930,18200
60.191.129.99,9824,1867,11691
60.191.13.127,27600,672,28272
60.191.137.113,19320,454,19774
60.191.137.76,72216,11859,84075
60.191.139.251,4096,364,4460
60.191.14.39,27600,452,28052
60.191.14.43,119383,13098,132481
60.191.140.199,226859,69201,296060
60.191.140.201,35084,94684,129768
60.191.142.139,4542,365,4907
60.191.172.191,230911,7187,238098
60.191.176.155,7960,492,8452
60.191.187.20,315940,4531,320471
60.191.192.78,6678,4978,11656
60.191.203.227,8527,5649,14176
60.191.209.154,7496,448,7944
60.191.21.168,19320,456,19776
60.191.21.176,2354884,17928,2372812
60.191.21.195,339458,2881,342339
60.191.221.78,5787,259,6046
60.191.222.101,8704,236,8940
60.191.222.17,12,184,196
60.191.222.183,156314,2440,158754
60.191.222.24,8082166,4940,8087106
60.191.222.35,0,516,516
60.191.222.62,467684,32523,500207
60.191.222.86,243755,2456,246211
60.191.222.92,588,1264,1852
60.191.222.94,1764,9600,11364
60.191.223.20,125796,1738,127534
60.191.223.44,29749,5270,35019
60.191.223.47,297587,12407,309994
60.191.223.7,42780,147,42927
60.191.223.88,109247,5659,114906
60.191.223.91,19722,1643,21365
60.191.231.51,11027,2605,13632
60.191.231.85,308590,14387,322977
60.191.239.197,394923,2712,397635
60.191.239.202,69843,10669,80512
60.191.239.254,902245,8987,911232
60.191.239.39,2502,2201,4703
60.191.240.0,172089,7065,179154
60.191.240.1,12732,452,13184
60.191.25.92,11496,1395,12891
60.191.250.45,115975,1884,117859
60.191.254.89,2104340,18650,2122990
60.191.3.153,9616,472,10088
60.191.34.255,35664,1800,37464
60.191.37.211,13672,448,14120
60.191.57.11,3946,1097,5043
60.191.57.217,328698,15823,344521
60.191.72.167,408999,42132,451131
60.191.72.168,212362,2420,214782
60.191.72.171,653159,81270,734429
60.191.93.201,227597,23759,251356
60.194.163.86,41,151,192
60.195.249.167,18690,14118,32808
60.195.249.220,22080,470,22550
60.195.249.54,25632,356,25988
60.195.249.82,25268,874,26142
60.199.202.70,10440,353,10793
60.2.148.199,5884,9270,15154
60.2.148.201,58275,2629,60904
60.2.151.121,0,130,130
60.2.152.186,19320,450,19770
60.2.249.175,17534,452,17986
60.2.40.219,41400,672,42072
60.2.43.176,12490,458,12948
60.20.179.136,129,218,347
60.206.111.165,0,572,572
60.206.12.11,92228,92327,184555
60.206.12.14,65605,68908,134513
60.206.12.24,85546,87401,172947
60.206.12.72,48759,51203,99962
60.206.12.73,55510,57822,113332
60.206.12.74,69419,79037,148456
60.206.137.88,64842,10274,75116
60.206.215.193,19074,105,19179
60.206.40.69,151776,182228,334004
60.207.246.103,461899,124877,586776
60.207.246.20,494940,134748,629688
60.207.246.21,639111,171098,810209
60.207.246.22,489493,139159,628652
60.207.246.23,571295,152137,723432
60.207.246.24,573966,161108,735074
60.207.246.26,494915,152200,647115
60.208.13.62,50844,1983,52827
60.208.75.45,36794,1346,38140
60.208.76.58,27965,3043,31008
60.209.111.25,41,151,192
60.209.6.150,413687,25938,439625
60.21.208.19,8280,460,8740
60.210.10.10,1506700,339,1507039
60.210.10.15,69,251,320
60.210.10.38,64437,3971,68408
60.210.11.67,244760,12682,257442
60.210.111.147,16560,464,17024
60.210.137.10,41,143,184
60.210.18.21,434183,115293,549476
60.210.18.22,619836,159694,779530
60.210.18.23,482270,140339,622609
60.210.18.24,600699,154072,754771
60.210.18.39,587741,167365,755106
60.210.18.41,544305,172855,717160
60.210.18.44,676857,145522,822379
60.210.18.46,541624,135857,677481
60.211.110.54,41,151,192
60.211.142.77,41,151,192
60.211.182.14,51351,2537,53888
60.211.194.154,17920,454,18374
60.211.208.207,494749,136246,630995
60.211.208.219,437221,115578,552799
60.211.208.222,546051,145697,691748
60.211.208.223,628599,160796,789395
60.211.208.224,508134,158362,666496
60.211.208.230,242170,24512,266682
60.211.226.43,153970,256,154226
60.211.238.43,3264,452,3716
60.211.243.7,8280,227,8507
60.211.253.253,423660,2541,426201
60.211.87.94,41,151,192
60.213.147.106,13800,462,14262
60.213.161.248,41,151,192
60.213.170.130,41,143,184
60.213.184.121,26220,456,26676
60.213.224.109,15262,1250,16512
60.213.49.71,16560,452,17012
60.214.162.162,41,151,192
60.214.162.73,41,143,184
60.214.17.110,0,1208,1208
60.214.209.222,33662,2644,36306
60.215.125.76,164837,16557,181394
60.215.128.207,940589,87847,1028436
60.215.128.252,14490,2608,17098
60.215.128.253,12915,2636,15551
60.215.8.153,27600,2900,30500
60.215.93.18,1194,938,2132
60.216.144.198,129,231,360
60.216.174.207,76285,2435,78720
60.216.174.215,113653,761,114414
60.216.174.216,82118,1492,83610
60.216.175.166,0,432,432
60.216.5.95,23803,728,24531
60.216.60.145,2584,468,3052
60.216.89.8,10076,456,10532
60.216.99.146,19320,458,19778
60.217.161.195,41,143,184
60.217.165.70,41,151,192
60.217.167.154,41,151,192
60.217.183.94,41,151,192
60.217.192.173,1846,214,2060
60.217.235.151,67335,6843,74178
60.217.235.174,19743,5563,25306
60.217.244.185,83972,15470,99442
60.217.244.186,7766,5118,12884
60.217.244.187,464,8277,8741
60.217.244.192,47433,11172,58605
60.217.244.197,164823,8271,173094
60.217.244.198,53995,7347,61342
60.217.244.63,934,6211,7145
60.217.244.70,3853,5597,9450
60.217.252.22,770,825,1595
60.218.20.9,1107916,502,1108418
60.218.66.101,41,151,192
60.219.151.168,7334,225,7559
60.219.223.255,41,151,192
60.219.63.135,41,143,184
60.22.121.32,41,151,192
60.22.177.197,906,240,1146
60.22.208.126,41,151,192
